集,条文数,年龄,吉凶断词
巳集,6306,33，34,并蒂双莲出，风光共白头。
巳集,6307,80,大数将停莫可为，一朝春尽红颜老。
巳集,6308,4,白虎照命，是年有灾。
巳集,6309,,异路功名，授吏之职
巳集,6310,24,乡科及第。
巳集,6311,,初任知县，再升钦取。
巳集,6312,,徒弟五人，一人送老。
巳集,6313,37，38,阴暗既分，方可言行。
巳集,6314,13，14,红莲初水来，花发正阳春
巳集,6315,63，64,闲坐松阴，乘阴纳凉。
巳集,6316,41，42,阴云敝日，能使人愁。
巳集,6317,,虽然富贵，子嗣艰难。
巳集,6318,,贤儿成鼎志，终身可无虞。
巳集,6319,37，38,西风忽东风，昨夜今朝事不同
巳集,6320,,兄弟三人，乐奏几般音。
巳集,6321,43，44,且沉且浮，事物纷纷未有头。
巳集,6322,51，52,到处花开春色新，洛阳不比寻常景。
巳集,6323,,家资百万休嫌少，斗稍之辈我还高。
巳集,6324,,命中四子，得以送老。
巳集,6325,71,鸟得其所，饮啄自如。
巳集,6326,8,花蕊初红，风雨相催。
巳集,6327,21，22,天光机会，物有祥云。
巳集,6328,,祖父倍增荣，晚年兴发增。
巳集,6329,4,七岁少三春，萱花落暗尘。
巳集,6330,,数有偏枯，妻当眼目不甚明。
巳集,6331,,兄弟十人，数有二贵。
巳集,6332,35，36,衣巾遂愿，不必他求。
巳集,6333,,父母生于火年方合。
巳集,6334,,一子午年生。
巳集,6335,67，68,既望之月，其光渐减。
巳集,6336,,蛊命丧身，前生注定。
巳集,6337,77，78,当年之事不堪闻，弹出新声别有音。
巳集,6338,3，4,轻舟飘大浪，时有浮沉惊。
巳集,6339,11，12,欲上高楼未有梯，不能举步上扳跻。
巳集,6340,,急流勇退，晚景逍遥。
巳集,6341,29，30,指引得以相，应转折人心。
巳集,6342,57，58,风寒消除暖风生，梅花枝头见阳春。
巳集,6343,,官至千总，不能高摧。
巳集,6344,,兄弟两家祀，不离本族宗。
巳集,6345,29，30,事机宜谨慎，方免是非忧。
巳集,6346,31，32,次第花枝雪里开，梦魂应不染尘埃。
巳集,6347,37，38,百事和谐，五音叶律。
巳集,6348,,有子先弃世，赖孙而送终。
巳集,6349,7，8,平静无风雪。
巳集,6350,66,黄泉无客店，今夜宿谁家。
巳集,6351,,谢却人间事，红尘不染心。
巳集,6352,,粟陈贯朽几年余，富似陶朱苦拮据。
巳集,6353,39，40,闲看棋杆消白昼，觉来经卷脱红尘。
巳集,6354,69，70,烛影辉煌，照耀画堂。
巳集,6355,,其人田园广，一生乐无边。
巳集,6356,23，24,好运交来事得宜，无心财聚可乘机。
巳集,6357,41，42,时气相侵，流年不利。
巳集,6358,43，44,可怜白壁染风尘，仰问苍天惧不平。
巳集,6359,39，40,人事相通，内呼外应。
巳集,6360,,创之规模总是勤，十年前事一书生。
巳集,6361,49，50,钦命典试。
巳集,6362,,钦授千总，数由前定。
巳集,6363,,吉星照文场，领袖青矜换紫衣。
巳集,6364,,以贡而选经历，数由前定。
巳集,6365,61，62,登山力却，犬有挣挫。
巳集,6366,45，46,到此停秋风，无限别离情。
巳集,6367,59，60,座中无物不清凉，别是人间洞府香。
巳集,6368,27，28,小桥泮藜，书香门第。
巳集,6369,41，42,左财右财，心神自佑。
巳集,6370,,治家有法，冰清玉洁。
巳集,6371,41，42,整顿行装，不负良辰美景。
巳集,6372,,田财二曜，精奇数享万全福。
巳集,6373,41，42,困道未可言，步步若流连。
巳集,6374,45，46,步步履泥途，挣挫费踌躇。
巳集,6375,,结鬓未能同并老，再婚夫妇得齐眉。
巳集,6376,,精于医道，不亚儒术。
巳集,6377,,一品之元老，莲花座上仙。
巳集,6378,31，32,逆风而摇撸，天转其风帆。
巳集,6379,11，12,春而复夏又秋冬，寒暑更迁事不同。
巳集,6380,40,一生好学，功成名就。
巳集,6381,,盂姜送罢寒衣后，万盏金樽醉自知。
巳集,6382,13，14,去路茫茫不可知，贵人指引不迷途。
巳集,6383,,官到知州，不能高摧。
巳集,6384,49,时至出头地，膳自从天来。
巳集,6385,,结发未能同并老，重婚夫妇许生儿。
巳集,6386,49，50,德厚饶施，政平公理。
巳集,6387,,文昌祠畔有猿啼，一领青衫换布衣。
巳集,6388,,命如浮蚁，死在一周。
巳集,6389,77，78,春寒秋热，光景无多。
巳集,6390,,其人有心，善医济人。
巳集,6391,24,海棠着雨，泪湿胭脂。
巳集,6392,70,数该生子。
巳集,6393,,虽是庶出，兄弟最长。
巳集,6394,,兄弟九人，同父不同母。
巳集,6395,49，50,交差交差，门前绿竹尽生花。
巳集,6396,49，50,福曜相扶，当展其用。
巳集,6397,55，56,光点红灯灯已阑，长途暗里有艰难。
巳集,6398,42,惟听鸟燕啼，春雨泪沾衣。
巳集,6399,49,朱提无足自至，青蛱无翅也飞来。
巳集,6400,,人随天意，万事周济。
巳集,6401,49，50,知足漫无足，鬼神驱使悠悠福。
巳集,6402,,君家要出人头地，异路功名可称怀。
巳集,6403,27，28,年年花卉春光放，花卉今朝开得早。
巳集,6404,59,藜杖相扶得过桥，昨朝霜露未曾消。
巳集,6405,15，16,安常之福，无日不足。
巳集,6406,,问文不足，问武有余。
巳集,6407,,兄弟十二人，终断惜离群。
巳集,6408,12,命带将军箭，十二便身亡。
巳集,6409,,前妻生二子，后妻竟无儿。
巳集,6410,21，22,虽喜还无喜，逢凶不见凶。
巳集,6411,75，76,灾晦潜消官事伏，平安有度无拘束。
巳集,6412,,承荫父业，仕途可望。
巳集,6413,,造化有循环，春风吹牡丹。
巳集,6414,40,乡试中式。
巳集,6415,44,不从文武科中出，应升总督一大厅。
巳集,6416,55,朱衣点头，得意琼林。
巳集,6417,47,弥缝不及又弥缝，纵若谋成总是空。
巳集,6418,65，66,和气克临，流年顺利。
巳集,6419,,子息未必运俱齐，有人蹇滞有人宜。
巳集,6420,41，42,春深鱼游，跳跃自如。
巳集,6421,,守持之戒，名曰上僧。
巳集,6422,59，60,登山足跛，力喘而上。
巳集,6423,,官至总督，不能相拜。
巳集,6424,20,举动迷路，恶梦风起。
巳集,6425,31,颜子少一春，一梦见阎君。
巳集,6426,65，66,芍药开时又遇风，凋残无限锦丛中。
巳集,6427,27,运至时来，富丽顿开。
巳集,6428,28,名登金榜。
巳集,6429,27，28,路可通修，行乃有功。
巳集,6430,27，28,驳杂无常，进退有损。
巳集,6431,,财帛虽有，满而不溢。
巳集,6432,74,年逢古稀零有四，谢却阳间去。
巳集,6433,,兄弟十一人，数有五贵。
巳集,6434,57，58,无事得安舒，欢然得自如。
巳集,6435,5，6,无是无非，光阴渐移。
巳集,6436,,虽然武终须革去。
巳集,6437,,父故于金年方合。
巳集,6438,,一子虎年生方合。
巳集,6439,11，12,江村三月景，处处绿阴浓。
巳集,6440,23，24,栖止得所，轻风日午。
巳集,6441,57，58,莫笑冯唐无晚景，斯君老运享荣华。
巳集,6442,15,命犯白虎，夫当受克。
巳集,6443,7,天喜命相逢，往来最有功。
巳集,6444,,晋升千总。
巳集,6445,,山坡前有挺，杖几为所害。
巳集,6446,75，76,翁姑先死，妇之不幸。
巳集,6447,8,进不过进退不退，进退无常以醉。
巳集,6448,,著意图谋总是虚，无心之处得成功。
巳集,6449,66,枯木逢春之象。
巳集,6450,54,兄弟十二人，同父不同母。
巳集,6451,35,上菀春花遍锦丛，日日追风随马蹄。
巳集,6452,49，50,数遇纯阳，文娄尽去。
巳集,6453,57，58,心之忧戚，履步未舒。
巳集,6454,8,亦算平稳。
巳集,6455,59，60,露色溟朦雨，远人未及回。
巳集,6456,,中年采芹青云路，再积阴功人钦敬。
巳集,6457,77，78,安然无事纳祯祥，几朵梅花扑鼻香
巳集,6458,69，70,云收风静，日照深闺。
巳集,6459,65,问君阳年何日止，六旬加五是归期
巳集,6460,,经史饱餐归国学，阴功积可到中宫
巳集,6461,,兄弟虽众，助人却寡。
巳集,6462,15，16,得个渔翁指路迷，天台不远又何疑。
巳集,6463,7,天生天夺，父母之悲。
巳集,6464,36,问利三旬之外，方得遂意。
巳集,6465,,千古作文家，泰山北斗星。
巳集,6466,75，76,家室欢乐，事纳祯祥。
巳集,6467,8,冻已消除日渐融，池边杨柳弄轻风。
巳集,6468,,初任百总之职。
巳集,6469,66,鸳鸯一对两分飞，自恨良人不齐眉。
巳集,6470,54,流年顺利，一帆风顺。
巳集,6471,42,常蹙眉头，欠利多忧。
巳集,6472,,兄弟十一人，乐奏几般音。
巳集,6473,89，90,立元坚固，未可摇动。
巳集,6474,,兄弟四人，中断离群。
巳集,6475,65，66,做事蹉跎，其年破局多。
巳集,6476,,一手伤残，命中带来。
巳集,6477,62,一番好雨应阳春，眼见江城景色新。
巳集,6478,,妻命木金年生方合。
巳集,6479,3,春色正可人，依依轻青绿。
巳集,6480,63,难逃七九之数。
巳集,6481,11，12,金土之年国学，木火之年得贡。
巳集,6482,55，56,江山春色未全来，满树桂花风雨催。
巳集,6483,,日破财耗，神接踵来。
巳集,6484,36,蹙君多逢蹇，西风泪几行。
巳集,6485,,半作田东半作渔，一生衣禄自无穷。
巳集,6486,67，68,官讼相连，破耗忧煎。
巳集,6487,,数有七子，得以送老。
巳集,6488,,劳力劳心勤且俭，半为儒生半为农。
巳集,6489,,文章入泮，弓马为先。
巳集,6490,35,缓步而行，默然无阻。
巳集,6491,,南陌田畴耕暇日，生涯着力得营谋。
巳集,6492,55，56,喜气盈门，家室安宁。
巳集,6493,51,知君加一岁，卜君是行程。
巳集,6494,65，66,王都色带春，得意马蹄径。
巳集,6495,,再任催官。
巳集,6496,41，42,求所不当求，空余未了愁。
巳集,6497,,一生竭力躬耕去，南陌西畴望岁农。
巳集,6498,5,杨柳依依绕绿堤。
巳集,6499,,忿气莫伸，终为丧身。
巳集,6500,,积喜之家，千般吉祥。
巳集,6501,74,年逢古稀零有四，夫别阳关去。
巳集,6502,48，49,九天开雾，干山秀色。
巳集,6503,49，50,晚景亨通，一生幸运。
巳集,6504,,徒弟七人，得以送老。
巳集,6505,57，58,再转京台登大用，官归传阁肃风霜。
巳集,6506,,创立规模总是勤，十年前是一书生。
巳集,6507,52,难逃五十二，明说与君知。
巳集,6508,35，36,吉利拥门，财源日进。
巳集,6509,,以监终身结，一生之结局
巳集,6510,,数有六子，得以送老。
巳集,6511,,勤俭持家衣禄足，旺夫益子寿元长。
巳集,6512,3,将军一箭最难当，三岁孩儿身便亡。
巳集,6513,71,夫虽有寿，别之亦苦。
巳集,6514,91,老来又精神，枯木又逢春。
巳集,6515,,举人任知县，数由前定。
巳集,6516,,父故于水年，母生于火年。
巳集,6517,,妻生二子，妾生一儿
巳集,6518,36,数该生子。
巳集,6519,43,子规啼落楼头月，一枕鸳鸯梦不成
巳集,6520,79，80,不出户庭，福自来寻。
巳集,6521,43，44,不足不驳难相逐。
巳集,6522,,命带暗杀，三岁而亡。
巳集,6523,,有子惟宣先抱女，原来有数定先知。
巳集,6524,,人有黄金满玉楼，我有妙术度春秋。
巳集,6525,45,当宴鹿鸣。
巳集,6526,,兔走鸟飞，领袖青衿换布衣。
巳集,6527,,未嫁夫先死，女之不幸。
巳集,6528,,前妻三子，后妻无儿。
巳集,6529,61,希宇遇寒风，时当有等待。
巳集,6530,62,古镜尘蒙，晦而不明。
巳集,6531,,再升知县。
巳集,6532,53,谢却人间世，常纳祯祥福。
巳集,6533,47，48,洛阳三月景色新，满日繁华应接忙。
巳集,6534,,五旬外丧亲，方合此刻。
巳集,6535,,时至出头食禀禄，运逢释褐宴鹿鸣。
巳集,6536,60,夫别阳关去，千愁万泪行。
巳集,6537,11，12,春日凝妆上翠楼，幽人无事乐优游。
巳集,6538,7，8,小雨暗前山，春风尚乍寒。
巳集,6539,2,时行平稳，微恙不志。
巳集,6540,11，12,天道旋转，人将随之。
巳集,6541,,骑驴望马，心竟未定。
巳集,6542,,夫君早忙碌，淑贤得安康。
巳集,6543,,兄弟九人，中断离群。
巳集,6544,,福来有根基，光阴无处不相宜。
巳集,6545,,兄弟四人，先损一丁。
巳集,6546,23，24,初夏来时绿阴浓，荷花出水见芙蓉。
巳集,6547,59，60,一卷残经诵未完，疏林月色满蒲团。
巳集,6548,,经历之职，名垂异路。
巳集,6549,,以贡知县，数由前定。
巳集,6550,74,危桥之下险难言，柱杖相接得周旋。
巳集,6551,27，28,谋事不吉，谨慎行事。
巳集,6552,,数中有二室，乃结红紫衣。
巳集,6553,45,百事谋来总是空，数中逢绝必倾身。
巳集,6554,31，32,晴光烈烈日已升，无限春光在江滨。
巳集,6555,,桂子结成有一枝，江风吹折在空中。
巳集,6556,71，72,断而不断有汕铞，一线有路莫残圆。
巳集,6557,27，28,喜事从天降，桂子结成双。
巳集,6558,45，46,路无常直，运有得失。
巳集,6559,17，18,服劳皇家，厥有成绩。
巳集,6560,,红颜薄命，好事多磨。
巳集,6561,57,且自庆晚年，春光在眼前。
巳集,6562,,雁阵成群，非一母所生。
巳集,6563,,祖宗庇荫，百总之职。
巳集,6564,54,五十零四，当止则止。
巳集,6565,,立志坚刚，不随流俗。
巳集,6566,,武泮而选，数由前定。
巳集,6567,65,天符相照，是非不宁。
巳集,6568,,得傍贵人可成家，原来数定注不差。
巳集,6569,67，68,轻裘带上，威权足重。
巳集,6570,63，64,腐草得雨，生意自成。
巳集,6571,39，40,桃花流水透天台，得个渔翁指路来。
巳集,6572,27，28,茫茫风尘路，红拂敬知音。
巳集,6573,,身作白云客，子当拜圣君。
巳集,6574,,父故于水年方合。
巳集,6575,23,名登金榜，身宴琼林。
巳集,6576,57，58,浮云卷尽日生阴，转眼云开月复明。
巳集,6577,,财帛有余，勤俭此得。
巳集,6578,43，44,菽粟有余，财广地僻。
巳集,6579,49，50,房考之年。
巳集,6580,72,夫别阳关去，亦是难为情。
巳集,6581,,数有八子，得以送老。
巳集,6582,,金水之年，同学方合。
巳集,6583,34,破财不安，流年不利。
巳集,6584,,勤俭创业，财帛自足。
巳集,6585,45，46,不费精神事也成，运来相奏喜相连。
巳集,6586,,真入之道，济世之才。
巳集,6587,,喜逢黄道日，禀膳姓名香。
巳集,6588,45，46,千金定从俭里得，裕后儿孙福自绵。
巳集,6589,34,时来相通，人转笑容。
巳集,6590,42,运有伤残，刑及妻房。
巳集,6591,,能刚能柔，万事之乐。
巳集,6592,,母逝于鸡年方合。
巳集,6593,61，62,幕年为政，渐入佳景。
巳集,6594,,先禀后贡，前生注定。
巳集,6595,41，42,极力经营虚，顺时是良图。
巳集,6596,58,乡科及第。
巳集,6597,,一子兔年生方合。
巳集,6598,25，26,天喜地德，家门吉庆。
巳集,6599,,复任知县。
巳集,6600,65，66,水流花落，多少忧愁。
巳集,6601,35，36,乐极反忧，云行水流。
巳集,6602,,数有九子，八子送老。
巳集,6603,,当有四母之称。
巳集,6604,21,前途沉吟天心来，必合人心中途事。
巳集,6605,,兄弟十二人，数有二贵。
巳集,6606,21，22,福白天来，不自人为。
巳集,6607,43，44,春秋依旧，日月如常。
巳集,6608,50,鼓盆之悲，知命之年。
巳集,6609,,兄弟八人，秦楚不同盟。
巳集,6610,29，30,祸患接踵来，幸有吉人扶。
巳集,6611,53，54,平常百姓人家。
巳集,6612,,初任有司，再升钦取。
巳集,6613,,若问阳生何日止，一程直至六旬余。
巳集,6614,71，72,风卷灯花暗又明，摇摇不定影纵横。
巳集,6615,55,晚年生子，人之大幸。
巳集,6616,23，24,为招为运有不济。
巳集,6617,73,谢却人间事，常纳祯祥福。
巳集,6618,51，52,安步前驱，一必问路。
巳集,6619,,命有千金数，享得终生。
巳集,6620,26,贵时出嫁，命中注定。
巳集,6621,35，36,柳上不舒眉，度日强支持。
巳集,6622,2,天折数中定，黄金买不还。
巳集,6623,43，44,和丸有义方，当作贵人母。
巳集,6624,,水火之年克妻方合。
巳集,6625,42,居易以俟，行险以求。
巳集,6626,,命中杀重，当刑克夫。
巳集,6627,25，26,日行中天，何期罗计掩其光。
巳集,6628,,数中不幸，兄弟死于非命。
巳集,6629,19，20,新竹苍苍嫩柳丛，庭前茫茫物正蒙。
巳集,6630,44,雪压椿枝，三年泣血。
巳集,6631,15，16,妄意空花，难以入手。
巳集,6632,59，60,岁月亭碧天，冰壶之灿烂。
巳集,6633,67，68,大风拔树木，灾害并至此。
巳集,6634,,以监而选知县，数由前定。
巳集,6635,31，32,灾毒相侵，吉神化解。
巳集,6636,63,其年夫死，妇之不幸。
巳集,6637,77，78,知已所托可息肩，不用心神问往年。
巳集,6638,,兄弟五人，数有三贵。
巳集,6639,45，46,兔中巢中夜有光，主人不必问行藏
巳集,6640,,财帛有余，勤俭所得。
巳集,6641,103,问君阳年有几许，百有余矣。
巳集,6642,,以贡而先知县，数由前定。
巳集,6643,31,子结二枝。
巳集,6644,37，38,花开遍锦丛，无物不从容。
巳集,6645,,子结七枝，三枝送老。
巳集,6646,36,寿数今朝不可延，幽魂恐坠入黄泉。
巳集,6647,,雁阵成行，非一母所生。
巳集,6648,80,晚年生子。
巳集,6649,,为人夜眠早，勤俭兴家。
巳集,6650,,斯人庶母所生。
巳集,6651,,命生不辰，幼年失恃。
巳集,6652,59，60,舟楫波涛涌，人在危险行。
巳集,6653,29，30,好事多逢君子道，是非莫听小人言。
巳集,6654,57，58,拨开天上云千里，捧出波心月一轮。
巳集,6655,51，52,缭乱鬓发无心理，沉吟朱户懒重开。
巳集,6656,,一生几成败，幸亏筋骨铮。
巳集,6657,,父死骨肉相争。
巳集,6658,55,命已去矣，何用再查。
巳集,6659,13,好花未开，连遭风雨。
巳集,6660,43，44,清净无为时，胜似神仙日。
巳集,6661,25，26,前途波浪未恬静，吩咐舟人慢着篙。
巳集,6662,29，30,雨足溪涧象，青山绿水行。
巳集,6663,61，62,眉头欢笑颜，禄马相扶福自来。
巳集,6664,55，56,花前月下听高歌，平坦康宁安意多。
巳集,6665,101,阳年有几许，一百多有余。
巳集,6666,59，60,耳顺之年事不安，忧怀未可对人言。
巳集,6667,21，22,叶新林换绿，花落地生香。
巳集,6668,41，42,一步高来一步低，高低之处在忧疑。
巳集,6669,11，12,骨肉相辞恨无凭，幼年洒泪漫沾衣。
巳集,6670,,财星照命，聚成巨富。
巳集,6671,51，52,子死妻亡实可伤，临门二孝断肝肠。
巳集,6672,61，62,乍雨乍晴云里月，半开半落雨中花。
巳集,6673,10,十岁母亡，幼年之象。
巳集,6674,61，62,时逢恩星，当贡之期。
巳集,6675,29,恐尔之寿，未满三旬。
巳集,6676,45,鹊噪鸦鸣，吉凶未定。
巳集,6677,,兄弟十二人，数中有定。
巳集,6678,15，16,雨滴花阶，风毁蕊房。
巳集,6679,14,途有荆棘，进退难行。
巳集,6680,65,忧惊成病总堪悲，独行迟迟不见归。
巳集,6681,39，40,大利岁宁，春光可人。
巳集,6682,41，42,历尽崎岖径，多少虚耗人。
巳集,6683,49，50,瞻前顾后，索位无咎。
巳集,6684,,兄弟五人，数有一贵。
巳集,6685,59，60,犬生两口，孝服之忧。
巳集,6686,33,时来君宜守，何必徒劳心。
巳集,6687,,官至府门，不见高擢。
巳集,6688,43，44,十件谋略九件成，人逢好运便前行。
巳集,6689,28,生子之年。
巳集,6690,50,名登九州，四海传颂。
巳集,6691,35，36,牡丹开得精神足，会见同妆富贵春。
巳集,6692,71，72,前有罗后有网，行人进步有彷徨。
巳集,6693,31，32,大道烟笼，行人徘徊。
巳集,6694,,求鱼过清水，未能快人怀。
巳集,6695,29，30,衣食有余过岁月，看来暇豫乐晨昏。
巳集,6696,69,数该生子。
巳集,6697,65,项庄舞剑，意在沛公。
巳集,6698,51，52,安分求谋不用贪，动则悔尤静则安。
巳集,6699,29，30,钦命典试。
巳集,6700,,陈弦换当年，旧曲不如新。
巳集,6701,,春风入我户，百事俱叶吉。
巳集,6702,,生有结乳腊，世家手艺有高低。
巳集,6703,31，32,春夏秋冬财源广，不西南北路皆通
巳集,6704,5，6,寒热无定，喜惧同庆。
巳集,6705,77，78,宝镜前妆，晓日紫云上绣香。
巳集,6706,55，56,风卷禅灯暗又明，一明一暗心皆通。
巳集,6707,64,夫别阳关去，千愁泪万行。
巳集,6708,40,数该生子。
巳集,6709,56,年逢七八，恐度鬼门关。
巳集,6710,61,花残月缺，寿穷数尽。
巳集,6711,53，54,颠沛转为安，赖有吉神佑。
巳集,6712,73，74,人亦安然，何必问往年。
巳集,6713,,再任知县，数由前定。
巳集,6714,53，54,吉凶本在天遵道，人行自无咎。
巳集,6715,,三旬外入泮方合。
巳集,6716,53，54,无无有有不须闻，闷闷愁愁自在天。
巳集,6717,59，60,小盈大亏，得不如失。
巳集,6718,,妻生二子，妾自无儿。
巳集,6719,51，52,财从勤生，利从广积。
巳集,6720,46,数该生子。
巳集,6721,50,大限入黄泉。
巳集,6722,57，58,瑞气洋洋，门阑迪吉。
巳集,6723,,寿元百有余岁。
巳集,6724,61，62,常纳祯祥，永吉无疆。
巳集,6725,45，46,霜落风吹，花无芳色。
巳集,6726,55，56,丰盈得安然，不必问往年。
巳集,6727,47,乡科及第。
巳集,6728,65,夫死之年，妇之不幸。
巳集,6729,,勤俭持家，衣禄无亏。
巳集,6730,,巳年蛇走文场，泮池芹草生香。
巳集,6731,59，60,强梁纵强粱，安稳自安然。
巳集,6732,26,贞足于事，自保其宁。
巳集,6733,,刑克为期，忧及克妻。
巳集,6734,,数有七子，得以送老。
巳集,6735,48,当宴膺扬。
巳集,6736,55，56,无定今有定，前作当捷径。
巳集,6737,50,钦命典试。
巳集,6738,45，46,行尽泥泞多少难，将来安步渡关山。
巳集,6739,,数止于此矣。
巳集,6740,55，56,千里崎岖千里平，行人跋涉慢消停。
巳集,6741,49，50,吉星相照，流年顺利。
巳集,6742,51,山高水深，到此难行。
巳集,6743,13,春回阳谷暖，万物自生辉。
巳集,6744,,命有八子，三子送老。
巳集,6745,71，72,福禄天降，财源日新。
巳集,6746,19，20,花正开时风雨多，冷落凄凉多挫折。
巳集,6747,33，34,得逢知己好相求，宽裕营谋不用忧。
巳集,6748,15，16,初阳出林表，曙色照堂前。
巳集,6749,,先无慈母缝针线，惟有严亲在后归。
巳集,6750,19,洞房花烛之年。
巳集,6751,15，16,得之有心，失之无意。
巳集,6752,69,老年丧妇，夫之不幸。
巳集,6753,45，46,退才归林，安然乐意。
巳集,6754,45，46,齿德俱尊，必入乡饮。
巳集,6755,,升迁知县，贵人提携。
巳集,6756,41，42,一子送老，偏房所生。
巳集,6757,40,紫微高照，官至迁升。
巳集,6758,,骨肉有刑伤，秋风泪两行。
巳集,6759,41,君家注定四旬零，数到黄泉恐不回。
巳集,6760,13，14,暖侣初一日，前来景色新。
巳集,6761,,结婚自有梁鸿遇，双锁佳人到白头。
巳集,6762,47,断弦之忧。
巳集,6763,,三岁丧母，莫大刑伤。
巳集,6764,29,未满三旬，不幸短命。
巳集,6765,29，30,吐气扬眉，纵横如意。
巳集,6766,33，34,勿以风光比旧年，风光不与旧年同。
巳集,6767,27，28,朱颜温润，绿鬓更新。
巳集,6768,31,此年有乔迁之喜。
巳集,6769,,红贡而选知县，人之大幸。
巳集,6770,47,劳心劳力，总成画饼。
巳集,6771,43，44,有子当及第。
巳集,6772,57,不须问后来，已是浑天数。
巳集,6773,,兄弟七人，同父不同母。
巳集,6774,47,光阴普照，失常可叹。
巳集,6775,,兄弟七人，中断惜离群。
巳集,6776,23，24,快乐无极，毫无费力。
巳集,6777,,风卷花暗又明媚，摇摆无定影纵横。
巳集,6778,,数有四子，得以送老。
巳集,6779,53，54,财帛随人，勃然兴发。
巳集,6780,66,黄泉无客店，今夜宿谁家。
巳集,6781,23，24,大运分明就转来，因人事有研究。
巳集,6782,,一子龙年生方合。
巳集,6783,,未满四旬，竟往西行。
巳集,6784,,一重欢喜一重惊，道是无情却有情。
巳集,6785,35，36,吉星高照，喜事重来。
巳集,6786,45，46,三阳方来，气运相转。
巳集,6787,61，62,祗园实树，晚景生春。
巳集,6788,35，36,荣华乐意，福禄悠然。
巳集,6789,17,骨肉有刑伤，西风泪两行。
巳集,6790,58,花甲欠二春，大数止矣。
巳集,6791,,初任巡抚大厅。
巳集,6792,48,今日清明整钓丝，得鱼沾江西歹怡。
巳集,6793,,东手弥缝，西手颠倒。
巳集,6794,,防御之职，数由前定。
巳集,6795,37,家室康宁，事纳祯祥。
巳集,6796,,风卷灯花暗又明，飘摇无定影纵横。
巳集,6797,27,敬以造事，克享厥成。
巳集,6798,,五十年来事未消，如何我寿寂寥寥。
巳集,6799,51，52,碎不多时却又圆，几番挫折在身边。
巳集,6800,35，36,时运未来，进退不如。
巳集,6801,2,啾唧不免愁。
巳集,6802,47,勿嫌祸有胎，穷通命所该。
巳集,6803,,六岁丧母，幼年不幸。
巳集,6804,51，52,硕果不食君子得，小人剥庐尚有汤。
巳集,6805,27，28,持竿东海已数年，一旦无心得巨鳌。
巳集,6806,57，58,惆怅复惆怅，时运未堪羡。
巳集,6807,65,一别万古愁，绿水青山空悠悠。
巳集,6808,33,兄弟术年生，方合此刻。
巳集,6809,,雁行有序，非一母所生。
巳集,6810,21，22,官不休来私不休，安常处顺福悠悠。
巳集,6811,,兄弟八人，同父不同母。
巳集,6812,39，40,时逢大有，内外安宁。
巳集,6813,15，16,时到中秋月朗圆，云生簇簇恨无凭。
巳集,6814,63，64,春残花老，景物忧愁。
巳集,6815,,生父属牛，继父属羊。
巳集,6816,27，28,道路泥泞，行人彷徨。
巳集,6817,,六岁丧父，幼年不幸。
巳集,6818,11，12,芳草遇春风，前村绿阴浓。
巳集,6819,,水土之年宜配妻方合。
巳集,6820,23，24,斐然成章，未遇朱衣。
巳集,6821,73，74,杨柳风前最可思，迷离烟雨锁杨枝。
巳集,6822,47,数该生子。
巳集,6823,43，44,当时有为，事乃克济。
巳集,6824,33，34,循分而动，动无不吉。
巳集,6825,,独子送终天注定。
巳集,6826,13，14,无喜无乐，名曰寂寞。
巳集,6827,13，14,本年吉星照，姓名列痒序。
巳集,6828,,数注命丧虎，狼狈死其身。
巳集,6829,61,日月并明，万物从容。
巳集,6830,25，26,软风吹小舟，安稳可无忧。
巳集,6831,,一字切忌日黄，可免则免。
巳集,6832,,一子举老，先天注定。
巳集,6833,27，28,流年有坎坷，人事可奈何。
巳集,6834,55,六九加一数将完。
巳集,6835,47，48,大小安康，福禄天降。
巳集,6836,100,年满一百，命恐不留。
巳集,6837,31，32,运限转时，眉头开展。
巳集,6838,,妻生二子，妾亦如之。
巳集,6839,19,不满二十，不幸短命。
巳集,6840,,逢子年必可发越。
巳集,6841,45,数止于此。
巳集,6842,31,富贵如金昨夜看，五色眩目守偏长。
巳集,6843,38,机会顺偶然，今年胜旧年。
巳集,6844,79，80,晓日五云高，华筵集仙桃。
巳集,6845,67,数该生子。
巳集,6846,32,际遇非常，春风到处香。
巳集,6847,,数有十子，六子送老。
巳集,6848,41，42,解放愁眉，春风绿柳。
巳集,6849,49,乡榜题名。
巳集,6850,19，20,频频遇吉祥，流年之庆。
巳集,6851,25，26,谋之有功，日日春风。
巳集,6852,,命犯孤刑。
巳集,6853,20,风雨花冷落，欲渡清溪船。
巳集,6854,52,驳杂无端眉，交蹙未开颜。
巳集,6855,,操守有节，行藏不苟。
巳集,6856,,本身出家，原来数定。
巳集,6857,31,喜气上眉，太平乐事。
巳集,6858,,兄弟六人，数有三贵。
巳集,6859,,人生坎坷，谨慎为是。
巳集,6860,55，56,和气纳祯祥，遐龄庆有常。
巳集,6861,,人到中年运亨通。
巳集,6862,57，58,喜气盈盈，家室和平。
巳集,6863,68,暮景多忧，心不安然。
巳集,6864,18,木凋奈若何，涕洒泪彷徨。
巳集,6865,59,花甲欠一春，此君归期去。
巳集,6866,13，14,高山又一重，融和景色浓。
巳集,6867,31，32,文昌照命，数诀入泮。
巳集,6868,69，70,古稀之年，官非耗财。
巳集,6869,29，30,房考之年。
巳集,6870,45，46,福曜正照，粲然光耀。
